"","Family","Genus","species","Time","Locality","County","Source","Museum.ID","Year.Collected","Height.mm","Length.mm","Thickness.1","Thickness.2","Thickness.3","Thickness.4","Thickness.5","Thickness.6","Thickness.7","size","mean_thickness","logsize","logthickness","size_meancentered"
"212","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",17.88,"20.58",3.02,"0.822",0.798,0.883,"1.184","0.973","0.86",19.18,1.22,2.95386806945529,0.198850858745165,-0.311880539006547
"213","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",18.46,"20.42",3.4,"1.132",0.929,1.198,"1.163","1.112","0.983",19.42,1.42,2.96630346286318,0.350656871613169,-0.29944514559866
"214","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",18.38,"21.34",3.16,"0.763",0.846,0.91,"1.01","0.876","1.013",19.8,1.23,2.98568193770049,0.207014169384326,-0.280066670761349
"215","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",18.49,"21.87",3.26,"1.004",0.93,0.89,"1.359","1.352","1.128",20.11,1.42,3.00121720378456,0.350656871613169,-0.264531404677278
"216","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",18.45,"22.08",3.48,"1.039",1.053,1.259,"1.43","1.115","0.952",20.18,1.48,3.00469201492546,0.392042087776024,-0.261056593536376
"217","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",18.61,"22.25",3.5,"1.278",1.091,1.49,"1.396","1.202","0.868",20.35,1.55,3.0130809118886,0.438254930931155,-0.252667696573235
"218","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",18.82,"22.18",3.19,"0.861",0.936,0.855,"1.058","1.096","1.12",20.43,1.3,3.01700440882953,0.262364264467491,-0.248744199632308
"219","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",19.42,"21.53",3.43,"0.93",0.9,0.847,"1.16","1.377","1.006",20.45,1.38,3.01798288248881,0.322083499169113,-0.247765725973028
"220","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",18.54,"23.06",3.44,"1.576",1.359,1.381,"1.375","1.014","0.707",20.68,1.55,3.02916704964023,0.438254930931155,-0.23658155882161
"221","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",19.06,"22.58",3.45,"1.255",1.13,1.158,"1.202","1.271","0.953",20.75,1.49,3.03254624667671,0.398776119957368,-0.233202361785132
"222","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",19.09,"22.86",3.57,"1.39",1.102,1.007,"1.348","1.262","1.138",20.89,1.55,3.03927057556847,0.438254930931155,-0.226478032893365
"223","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",19.4,"22.72",3.46,"1.573",0.977,0.989,"1.188","1.179","0.859",20.99,1.46,3.04404613383254,0.378436435720245,-0.221702474629297
"224","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",19.15,"23.21",2.93,"1.133",0.798,0.804,"0.78","0.672","0.507",21.08,1.09,3.04832472367316,0.0861776962410524,-0.217423884788678
"225","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",20.42,"22.44",4.01,"1.528",1.416,1.582,"1.518","1.398","0.988",21.41,1.78,3.06385810260159,0.576613364303994,-0.201890505860248
"226","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",20.19,"22.88",3.15,"1.065",0.808,1.163,"1.143","1.211","0.778",21.49,1.33,3.06758771065442,0.285178942233662,-0.19816089780742
"227","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",19.93,"23.63",3.46,"1.355",1.432,1.346,"1.373","1.429","1.145",21.7,1.65,3.07731226054641,0.500775287912489,-0.188436347915425
"228","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",20.93,"23.58",3.97,"1.889",1.816,1.729,"1.696","1.671","1.185",22.22,1.99,3.10099278421148,0.688134638736401,-0.164755824250355
"229","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",20.64,"23.97",3.26,"1.047",1.318,1.315,"1.226","1.443","0.921",22.24,1.5,3.10189246938238,0.405465108108164,-0.163856139079457
"230","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",20.84,"23.77",3.7,"1.576",1.494,1.453,"1.485","1.345","0.972",22.26,1.72,3.1027913458474,0.542324290825362,-0.16295726261444
"231","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",21.21,"23.91",3.75,"1.396",1.358,1.19,"1.282","1.507","1.12",22.52,1.66,3.11440380327149,0.506817602368452,-0.151344805190349
"232","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",21.03,"24.42",3.38,"1.008",0.875,1.115,"1.61","1.34","1.204",22.66,1.5,3.12060125559986,0.405465108108164,-0.145147352861979
"233","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",20.22,"25.88",3.07,"1.251",1.248,1.286,"1.262","1.16","0.767",22.88,1.43,3.1302631665116,0.357674444271816,-0.135485441950242
"234","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",21.06,"25.34",3.53,"1.466",1.2,1.221,"1.181","1.439","1.058",23.1,1.59,3.13983261752775,0.46373401623214,-0.125915990934091
"235","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",21.72,"25.75",4.07,"1.716",1.623,1.871,"1.846","1.441","1.091",23.65,1.95,3.16336311493794,0.667829372575655,-0.102385493523897
"236","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",22.26,"25.14",3.96,"2.032",1.7,1.552,"1.497","1.448","1.118",23.66,1.9,3.16378585855024,0.641853886172395,-0.101962749911598
"237","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",22.53,"24.92",4.09,"1.994",1.545,1.484,"1.359","1.46","1.377",23.69,1.9,3.16505301817069,0.641853886172395,-0.100695590291145
"238","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",22.53,"25.48",3.99,"1.665",1.762,1.363,"1.548","1.314","1.209",23.96,1.84,3.17638577324725,0.609765571620894,-0.0893628352145903
"239","Veneridae","Chione","undatella","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",22.11,"26.19",3.68,"1.19",1.05,1.2,"1.168","0.824","n/a",24.06,1.52,3.18055071054653,0.418710334858185,-0.0851978979153061
"240","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",23.12,"26.66",3.85,"1.775",2.057,1.779,"1.935","1.44","1.024",24.83,1.98,3.21205259952008,0.683096844706444,-0.0536960089417637
"241","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",22.28,"27.75",4.37,"2.258",2.231,2.085,"1.832","1.428","1.132",24.87,2.19,3.21366225781531,0.783901543828409,-0.0520863506465257
"242","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",23.11,"26.86",4.12,"2.199",1.436,1.419,"1.428","1.343","1.395",24.91,1.91,3.21526932927409,0.647103242058538,-0.05047927918775
"243","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",24.33,"27.26",4.16,"1.429",1.211,1.134,"1.335","1.34","1.268",25.75,1.7,3.24843462710975,0.53062825106217,-0.0173139813520939
"244","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",23.74,"28.57",4.66,"2.352",2.521,2.529,"2.077","1.986","1.171",26.04,2.47,3.25963381734037,0.904218150639886,-0.00611479112147073
"245","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",24.35,"28.06",4.38,"1.645",1.285,1.447,"1.228","1.407","0.993",26.14,1.77,3.26346670819608,0.570979546585738,-0.00228190026576325
"246","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",24.23,"28.24",4.55,"1.813",1.76,1.724,"2.007","1.893","1.148",26.16,2.13,3.264231526589,0.756121979721334,-0.00151708187284116
"247","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",24.25,"28.44",4.78,"2.241",2.643,2.709,"2.282","2.039","1.074",26.26,2.54,3.26804686887465,0.932164081030445,0.002298260412811
"248","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",24.59,"28.51",4.38,"1.662",1.274,1.467,"1.622","1.596","1.125",26.48,1.88,3.27638973106881,0.631271776841858,0.0106411226069683
"249","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",25.28,"27.89",4.79,"1.771",1.477,1.656,"1.426","1.542","1.374",26.55,2.01,3.27902974768795,0.698134722070984,0.013281139226109
"250","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",24.26,"29.1",4.58,"2.401",2.511,2.425,"2.449","2.167","1.263",26.57,2.54,3.27978275977172,0.932164081030445,0.0140341513098829
"251","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",24.98,"28.87",4.7,"2.119",1.565,1.38,"1.638","1.561","1.554",26.85,2.07,3.29026582095487,0.727548607277278,0.0245172124930346
"252","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",24.98,"29.23",4.91,"2.147",1.753,1.859,"1.637","1.754","1",27.02,2.15,3.29657733253205,0.765467842139571,0.0308287240702136
"253","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",25.5,"28.66",4.39,"1.826",1.411,1.351,"1.624","1.514","1.438",27.03,1.94,3.29694736028836,0.662687973075237,0.0311987518265173
"254","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",25.26,"28.93",4.71,"2.23",1.834,1.881,"1.752","1.666","1.442",27.03,2.22,3.29694736028836,0.797507195884188,0.0311987518265173
"255","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",25.22,"29.93",5.16,"2.355",2.346,2.29,"2.147","2.086","1.348",27.47,2.53,3.31309450010718,0.928219302739429,0.0473458916453433
"256","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",26.97,"28.78",4.88,"2.231",1.788,1.735,"2.06","1.83","1.601",27.86,2.3,3.32719196835166,0.832909122935104,0.0614433598898207
"257","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",25.46,"31.63",4.73,"2.244",2.185,2.482,"2.077","2.06","1.109",28.38,2.41,3.3456846717319,0.879626747502564,0.0799360632700576
"258","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",26.64,"30.23",4.57,"2.323",1.669,1.846,"1.687","1.689","1.364",28.38,2.16,3.3456846717319,0.770108221696074,0.0799360632700576
"259","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",26.72,"30.24",4.89,"1.675",2.01,1.855,"1.639","1.723","1.446",28.43,2.18,3.34744492566291,0.779324876800998,0.0816963172010694
"260","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",26.56,"30.57",4.41,"1.831",1.927,1.438,"1.617","1.648","1.254",28.49,2.02,3.34955314850982,0.703097511413113,0.0838045400479777
"261","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",25.66,"31.93",4.85,"1.898",1.923,1.957,"1.648","1.408","n/a",28.62,2.28,3.3541057741283,0.824175442966349,0.0883571656664657
"262","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",26.41,"31.08",4.76,"1.954",1.17,1.391,"1.362","1.857","1.628",28.65,2.02,3.35515344316075,0.703097511413113,0.0894048346989096
"263","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",26.11,"31.68",4.73,"1.873",2.17,2.45,"2.297","1.736","1.305",28.76,2.37,3.35898553285285,0.86288995514704,0.093236924391007
"264","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",27.16,"30.76",4.54,"2.613",1.909,1.805,"1.787","1.831","1.328",28.9,2.26,3.36384159511839,0.815364813284194,0.0980929866565474
"265","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",27.21,"31.31",4.84,"1.669",1.495,2.088,"1.661","1.798","1.765",29.19,2.19,3.37382618486602,0.783901543828409,0.108077576404185
"266","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",27.42,"31.21",3.95,"1.633",1.351,1.288,"1.367","1.538","0.535",29.25,1.67,3.37587957367787,0.512823626428664,0.110130965216026
"267","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",27.46,"32.15",5.13,"2.025",1.55,1.751,"1.782","1.534","0.92",29.71,2.1,3.39148368947452,0.741937344729377,0.125735081012677
"268","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",28.53,"33.13",4.81,"2.026",2.278,2.218,"2.111","1.875","1.191",30.74,2.36,3.42556473811045,0.858661619037519,0.159816129648611
"269","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",28.73,"33.18",5.97,"2.236",2.453,2.372,"2.089","1.955","1.296",30.87,2.62,3.42978483851407,0.963174317773006,0.164036230052229
"270","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",29.48,"32.38",5.27,"2.5",1.76,1.647,"1.791","1.91","1.427",30.9,2.33,3.4307561839037,0.845868267577609,0.16500757544186
"271","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",28.79,"33.18",5.13,"2.279",1.859,1.288,"1.726","1.262","n/a",30.91,2.26,3.43107975614403,0.815364813284194,0.165331147682186
"272","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",28.32,"34.28",5.15,"2.498",2.814,2.712,"2.49","1.882","1.29",31.16,2.69,3.43913522100255,0.989541193613748,0.173386612540709
"273","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",29.43,"32.99",5.93,"2.49",2.461,2.271,"2.012","2.23","1.31",31.16,2.67,3.43913522100255,0.982078472412158,0.173386612540709
"274","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",28.95,"33.59",5.66,"2.492",2.025,1.982,"1.847","1.997","1.501",31.18,2.5,3.43977686362963,0.916290731874155,0.174028255167792
"275","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",29.5,"33.94",5.84,"2.469",2.071,2.294,"2.024","1.849","1.291",31.64,2.55,3.45442214289945,0.936093359170335,0.188673534437614
"276","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",29.15,"34.47",4.62,"1.835",1.272,1.066,"1.343","1.487","1.637",31.7,1.89,3.45631668088323,0.636576829071551,0.190568072421396
"277","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",30.42,"33.68",5.58,"2.131",1.798,1.499,"2.182","1.899","1.476",32.01,2.37,3.46604835398177,0.86288995514704,0.200299745519933
"278","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",30.08,"34.33",6.06,"2.412",1.578,1.908,"2.1","2.157","1.798",32.13,2.57,3.46979017312777,0.943905898907128,0.204041564665928
"279","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",30.51,"34.35",6.09,"2.274",1.771,2.248,"1.969","1.701","1.141",32.37,2.46,3.47723206793815,0.900161349944271,0.211483459476314
"280","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",31.19,"34.02",5.79,"2.836",2.414,2.176,"1.923","1.795","1.223",32.57,2.59,3.48339161928814,0.951657875711446,0.217643010826303
"281","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",30.37,"35.54",5.94,"2.714",2.11,2.064,"1.832","1.977","1.453",32.85,2.58,3.49195174493062,0.947789398933526,0.226203136468781
"282","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",31.8,"34.76",5.07,"2.671",1.944,1.559,"1.609","1.883","1.005",33.25,2.25,3.50405476710186,0.810930216216329,0.238306158640024
"283","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",31.93,"35.2",5.95,"3.394",2.462,2.182,"1.998","2.037","1.449",33.53,2.78,3.51244056047814,1.02245092770255,0.246691952016298
"284","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",32.24,"35",5.18,"2.37",1.694,2.139,"1.829","1.845","1.731",33.59,2.4,3.5142284036242,0.8754687373539,0.248479795162362
"285","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",31.68,"35.75",6.42,"2.245",2.444,2.346,"2.164","2.185","1.556",33.65,2.77,3.51601305609074,1.01884732019925,0.250264447628898
"286","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",31.25,"37.15",5.47,"2.368",2,1.843,"2.085","1.878","1.037",34.07,2.38,3.52841723167288,0.867100487683383,0.262668623211036
"287","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",31.82,"36.54",6.62,"3.02",2.63,2.742,"2.403","2.154","1.478",34.1,3.01,3.52929738428947,1.10194007876078,0.263548775827632
"288","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",31.27,"37.75",5.48,"2.143",2.003,1.62,"1.708","1.621","1.174",34.36,2.25,3.53689309711605,0.810930216216329,0.271144488654216
"289","Veneridae","Chione","undatella","Holocene","Crown Point Upper","San Diego","UCSD","n/a","2019",32.27,"36.61",7.22,"3.794",3.417,2.436,"2.506","2.686","1.121",34.37,3.31,3.53718409086174,1.19694818938897,0.271435482399903
"290","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",31.47,"37.65",6.65,"3.311",3.459,3.24,"2.587","1.654","1.41",34.42,3.19,3.53863779078339,1.16002091679675,0.272889182321554
"291","Veneridae","Chione","undatella","Holocene","Crown Point","San Diego","UCSD","n/a","2019",31.39,"38.16",6.02,"2.048",2.218,2.54,"2.257","1.9","1.934",34.61,2.7,3.54414265764725,0.993251773010283,0.278394049185414
"292","Veneridae","Chione","undatella","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",31.85,"37.76",6.59,"3.295",3.444,3.009,"2.602","1.902","0.891",34.68,3.1,3.54616315191234,1.1314021114911,0.280414543450502
"293","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",23.91,"27.69",3.82,"0.706",0.659,0.885,"1.011","0.982","n/a",25.73,1.34,3.24765762629365,0.29266961396282,-0.255476343782506
"294","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",23.54,"29.11",3.33,"0.318",0.447,0.502,"0.561","0.658","n/a",26.18,0.97,3.26499576048175,-0.0304592074847086,-0.238138209594405
"295","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",25.01,"29.83",3.84,"0.725",0.55,0.491,"1.072","1.074","n/a",27.31,1.29,3.30725293548561,0.254642218373581,-0.195881034590545
"296","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",24.77,"30.15",2.88,"0.625",0.667,0.754,"0.87","0.948","n/a",27.33,1.12,3.30798499993998,0.113328685307003,-0.195148970136182
"297","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",25.11,"31.7",3.29,"0.338",0.506,0.715,"0.747","0.921","n/a",28.21,1.09,3.3396765250139,0.0861776962410524,-0.163457445062253
"298","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",25.89,"31.85",3.68,"0.612",0.628,0.699,"0.949","0.884","n/a",28.72,1.24,3.35759374418002,0.215111379616945,-0.145540225896135
"299","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",26.82,"31.13",4.26,"0.973",0.953,1.103,"1.11","1.169","n/a",28.89,1.59,3.36349551447814,0.46373401623214,-0.139638455598015
"300","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",27.09,"32.95",3.25,"0.429",0.49,0.744,"1.104","0.962","n/a",29.88,1.16,3.39718936026462,0.148420005118273,-0.105944609811542
"301","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",26.98,"33.45",3.66,"0.5",0.687,0.685,"1.033","0.974","n/a",30.04,1.26,3.40252982689593,0.231111720963387,-0.100604143180225
"302","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",27.57,"33.01",3.43,"0.908",0.854,0.807,"0.897","1.149","n/a",30.17,1.34,3.40684805317097,0.29266961396282,-0.0962859169051886
"303","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",28.27,"34.15",3.94,"0.73",0.584,0.781,"0.878","0.838","n/a",31.07,1.29,3.43624272340496,0.254642218373581,-0.0668912466712026
"304","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",29.14,"34.68",5.07,"1.07",1.022,0.985,"1.352","1.509","n/a",31.79,1.83,3.45915177492271,0.60431596685333,-0.0439821951534474
"305","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",29.18,"35.31",4.15,"0.965",1.027,1.025,"1.14","0.956","n/a",32.1,1.54,3.46885603013597,0.431782416425538,-0.0342779399401882
"306","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",29.99,"37.01",4.04,"1.092",1.143,1.075,"1.319","1.275","n/a",33.32,1.66,3.50615781729864,0.506817602368452,0.0030238472224835
"307","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",30.73,"37.31",3.98,"0.796",0.662,0.976,"1.031","1.039","n/a",33.86,1.41,3.52223437670499,0.343589704390077,0.0191004066288305
"308","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",30.46,"37.75",4.04,"1.055",0.983,0.815,"1.11","1.58","n/a",33.91,1.6,3.52370995613755,0.470003629245736,0.0205759860613886
"309","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",30.77,"37.85",4.11,"0.837",0.703,0.702,"0.874","1.475","n/a",34.13,1.45,3.53017676291862,0.371563556432483,0.0270427928424573
"310","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",30.51,"38.49",4.12,"0.82",0.917,1.147,"1.226","1.075","n/a",34.27,1.55,3.53427033588652,0.438254930931155,0.0311363658103589
"311","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",32.49,"38.39",4.22,"0.945",0.948,0.937,"1.443","1.217","n/a",35.32,1.62,3.56444937573576,0.482426149244293,0.0613154056596006
"312","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",32.36,"40.18",4.28,"0.89",1.013,1.044,"1.108","1.22","n/a",36.06,1.59,3.58518421777517,0.46373401623214,0.0820502476990126
"313","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",32.97,"41.13",4.63,"0.787",0.787,0.902,"1.295","1.012","n/a",36.82,1.57,3.60604117580493,0.451075619360217,0.102907205728773
"314","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",34.13,"40.71",4.44,"1.021",0.897,1.123,"1.039","0.912","n/a",37.28,1.57,3.61845698981739,0.451075619360217,0.115323019741232
"315","Veneridae","Leukoma","staminea","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",33.32,"41.72",4.58,"1.134",1.066,1.088,"1.146","1.278","1.121",37.28,1.63,3.61845698981739,0.488580014818671,0.115323019741232
"316","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",34.29,"45.16",4.54,"0.982",1.008,0.97,"1.302","1.216","n/a",39.35,1.67,3.67249597486341,0.512823626428664,0.169362004787254
"317","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",36.47,"43.37",5.92,"1.499",1.413,1.486,"1.884","1.965","n/a",39.77,2.36,3.6831128592196,0.858661619037519,0.179978889143441
"318","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",37.59,"44.13",5.04,"1.068",1.14,1.162,"1.196","1.102","n/a",40.73,1.78,3.70696492166032,0.576613364303994,0.203830951584163
"319","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",37.13,"45.09",5.64,"1.36",1.111,0.914,"1.426","1.393","n/a",40.92,1.97,3.71161894108343,0.678033542749897,0.208484971007267
"320","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",37.57,"45",4.96,"1.027",0.96,1.04,"1.176","1.083","n/a",41.12,1.71,3.71649462114691,0.536493370514568,0.213360651070751
"321","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",37.6,"45.4",5.18,"1.274",1.181,1.38,"1.401","1.221","n/a",41.32,1.94,3.72134664425144,0.662687973075237,0.218212674175279
"322","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",37.87,"45.61",4.89,"1.367",1.26,1.196,"1.026","0.987","n/a",41.56,1.79,3.72713816623103,0.582215619852664,0.224004196154868
"323","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",40.28,"46.86",7.08,"1.696",1.452,1.488,"1.448","1.39","n/a",43.45,2.43,3.7716108517114,0.887891257352457,0.268476881635243
"324","Veneridae","Leukoma","staminea","Holocene","Smiley Lagoon, Mission Bay","San Diego","UCSD","n/a","2019",40.12,"49.12",6.33,"1.151",1.164,0.944,"1.537","1.32","n/a",44.39,2.07,3.79301421884594,0.727548607277278,0.289880248769785
"325","Veneridae","Tivela","stultorum","Holocene","Mission Bay Point Park","San Diego","UCSD","n/a","2019",18.59,"26.24",3.03,"0.911",1.469,1.767,"2.043","1.957","1.488",22.09,1.81,3.09512501743203,0.593326845277734,-0.204868720345122
