new.id,beak_brightness,beak_chroma,beak_hue,chin_brightness,chin_chroma,chin_hue,papillae_brightness,papillae_chroma,papillae_hue,pate_brightness,pate_chroma,pate_hue,shield_brightness,shield_chroma,shield_hue,PC1,PC2
5018-6,10686.76425,0.718029715,595.3575,11124.38567,0.68634717,573.0583333,9125.21475,0.766778859,586.865,16175.483,0.523681728,588.6375,5949.661667,0.722039451,598.48,0.375963805,1.609495693
5018-7,11281.636,0.769745395,598.43,11935.3475,0.723614929,573.6183333,9604.31775,0.789793857,588.1825,16209.175,0.476919126,587.6825,9320.215,0.686010301,593.8533333,1.282273219,0.950976446
5018-8,10695.644,0.847102101,582.665,10564.47367,0.716517537,574.1183333,11323.24575,0.812409284,583.6725,16863.52225,0.489223432,587.9325,13161.15767,0.568309571,594.18,1.190023933,-0.541609561
5018-9,10422.63275,0.868063388,576.64,12005.7755,0.692717091,569.2466667,6793.3505,0.861050576,585.175,17976.522,0.47213944,586.43,4548.321,0.84496345,605.4833333,1.844533789,-0.88513607
5019-2,10739.98175,0.820914813,576.02,11878.14033,0.670120459,560.3933333,10511.055,0.760802254,580.12,13343.44775,0.452779913,588.235,2832.959,0.989781536,608.06,-1.22689134,-0.904846645
5019-3,17022.931,0.704910721,570.0925,14056.2888,0.69217769,560.872,15222.0175,0.739076936,572.93,19827.8605,0.479438373,588.1825,5369.647333,0.816358522,600.84,-4.20673399,-0.277554482
5019-4,14924.67625,0.747966772,568.08,13670.7815,0.703014846,564.545,10526.8805,0.790117453,578.3975,13183.4835,0.434536992,587.43,5172.503667,0.873382772,603.16,-1.656108716,-0.37031409
5019-5,8400.026667,0.870171152,581.4666667,10050.7215,0.708340938,562.1266667,8248.275,0.820959735,574.79,14548.66725,0.464990303,588.935,6421.764,0.667977331,604.16,0.579878544,-1.007894593
5019-6,12620.70225,0.829993797,578.39,13273.9395,0.722442333,566.2766667,10892.70775,0.82078568,583.92,17365.01775,0.435139728,587.6825,2859.655,0.915819506,606.15,0.282488924,-1.019504307
5019-7,12307.27725,0.767693453,580.8225,12259.57617,0.648643451,557.3666667,10626.267,0.770069346,579.0775,13973.7285,0.419605279,587.4325,3933.617333,0.805192264,607.5233333,-2.170919311,-0.053304468
5019-8,10212.2795,0.836546218,583.3575,8825.2235,0.722361641,561.7366667,12225.1385,0.802215954,580.6575,14443.2455,0.451682775,587.18,4419.9,0.827936274,604.4933333,0.063363983,-0.475741932
5019-9,10501.621,0.821163104,598.93,10760.24433,0.686865178,563.5783333,7898.1265,0.769899521,584.6725,10500.88125,0.440077069,614.4225,4790.623333,0.799147353,598.8466667,0.507509366,0.664157056
5020-1,11129.26425,0.749171454,573.275,7627.230667,0.717232089,564.225,12539.1265,0.620561367,597.32,14717.70825,0.411717159,611.8775,4851.496,0.701555651,588.695,-0.770951706,0.774331591
5020-2,15320.80225,0.668597363,575.6025,9911.5345,0.720380584,563.25,9560.04875,0.77282526,577.1375,14704.74025,0.427289543,586.1775,5234.491333,0.766182711,593.1766667,-1.770189353,1.716671333
